MATCH_ID,Batter,Dismissal,Runs,Balls,Minutes,4s,6s,SR
"40th Match (N), Delhi, April 24",Shai Hope,out,5,6,9,1,0,83.33
"40th Match (N), Delhi, April 24",Rishabh Pant (c)†,not out,88,43,62,5,8,204.65
"40th Match (N), Delhi, April 24",Tristan Stubbs,not out,26,7,18,3,2,371.42
"40th Match (N), Delhi, April 24",Wriddhiman Saha †,out,39,25,43,5,1,156.00
"40th Match (N), Delhi, April 24",Shubman Gill (c),out,6,5,7,1,0,120.00
"40th Match (N), Delhi, April 24",Sai Sudharsan,out,65,39,47,7,2,166.66
"40th Match (N), Delhi, April 24",Azmatullah Omarzai,out,1,2,3,0,0,50.00
"40th Match (N), Delhi, April 24",David Miller,out,55,23,35,6,3,239.13
"40th Match (N), Delhi, April 24",M Shahrukh Khan,out,8,5,8,0,1,160.00
"40th Match (N), Delhi, April 24",Rahul Tewatia,out,4,5,8,0,0,80.00
"40th Match (N), Delhi, April 24",Rashid Khan,not out,21,11,28,3,1,190.90
"40th Match (N), Delhi, April 24",Sai Kishore,out,13,6,10,0,2,216.66
"40th Match (N), Delhi, April 24",Mohit Sharma,not out,0,0,8,0,0,-
"41st Match (N), Hyderabad, April 25",Virat Kohli,out,51,43,60,4,1,118.60
"41st Match (N), Hyderabad, April 25",Faf du Plessis (c),out,25,12,17,3,1,208.33
"41st Match (N), Hyderabad, April 25",Will Jacks,out,6,9,11,0,0,66.66
"41st Match (N), Hyderabad, April 25",Rajat Patidar,out,50,20,21,2,5,250.00
"41st Match (N), Hyderabad, April 25",Cameron Green,not out,37,20,41,5,0,185.00
"41st Match (N), Hyderabad, April 25",Mahipal Lomror,out,7,4,9,1,0,175.00
"41st Match (N), Hyderabad, April 25",Dinesh Karthik †,out,11,6,13,2,0,183.33
"41st Match (N), Hyderabad, April 25",Swapnil Singh,out,12,6,7,1,1,200.00
"41st Match (N), Hyderabad, April 25",Abhishek Sharma,out,31,13,17,3,2,238.46
"41st Match (N), Hyderabad, April 25",Travis Head,out,1,3,3,0,0,33.33
"41st Match (N), Hyderabad, April 25",Aiden Markram,out,7,8,20,1,0,87.50
"41st Match (N), Hyderabad, April 25",Nitish Kumar Reddy,out,13,13,23,0,1,100.00
"41st Match (N), Hyderabad, April 25",Heinrich Klaasen †,out,7,3,4,0,1,233.33
"41st Match (N), Hyderabad, April 25",Shahbaz Ahmed,not out,40,37,72,1,1,108.10
"41st Match (N), Hyderabad, April 25",Abdul Samad,out,10,6,7,0,1,166.66
"41st Match (N), Hyderabad, April 25",Pat Cummins (c),out,31,15,16,1,3,206.66
"41st Match (N), Hyderabad, April 25",Bhuvneshwar Kumar,out,13,13,12,3,0,100.00
"41st Match (N), Hyderabad, April 25",Jaydev Unadkat,not out,8,10,22,1,0,80.00
"42nd Match (N), Eden Gardens, April 26",Phil Salt †,out,75,37,-,6,6,202.70
"42nd Match (N), Eden Gardens, April 26",Sunil Narine,out,71,32,-,9,4,221.87
"42nd Match (N), Eden Gardens, April 26",Venkatesh Iyer,out,39,23,-,3,2,169.56
"42nd Match (N), Eden Gardens, April 26",Andre Russell,out,24,12,-,2,2,200.00
"42nd Match (N), Eden Gardens, April 26",Shreyas Iyer (c),out,28,10,-,1,3,280.00
"42nd Match (N), Eden Gardens, April 26",Rinku Singh,out,5,4,-,1,0,125.00
"42nd Match (N), Eden Gardens, April 26",Ramandeep Singh,not out,6,3,-,0,1,200.00
"42nd Match (N), Eden Gardens, April 26",Prabhsimran Singh,out,54,20,27,4,5,270.00
"42nd Match (N), Eden Gardens, April 26",Jonny Bairstow,not out,108,48,91,8,9,225.00
"42nd Match (N), Eden Gardens, April 26",Rilee Rossouw,out,26,16,31,1,2,162.50
"42nd Match (N), Eden Gardens, April 26",Shashank Singh,not out,68,28,32,2,8,242.85
"43rd Match (D/N), Delhi, April 27",Jake Fraser-McGurk,out,84,27,35,11,6,311.11
"43rd Match (D/N), Delhi, April 27",Abishek Porel,out,36,27,48,3,1,133.33
"43rd Match (D/N), Delhi, April 27",Shai Hope,out,41,17,30,0,5,241.17
"43rd Match (D/N), Delhi, April 27",Rishabh Pant (c)†,out,29,19,42,2,2,152.63
"43rd Match (D/N), Delhi, April 27",Tristan Stubbs,not out,48,25,34,6,2,192.00
"43rd Match (D/N), Delhi, April 27",Axar Patel,not out,11,6,9,0,1,183.33
"43rd Match (D/N), Delhi, April 27",Ishan Kishan †,out,20,14,28,4,0,142.85
"43rd Match (D/N), Delhi, April 27",Rohit Sharma,out,8,8,21,1,0,100.00
"43rd Match (D/N), Delhi, April 27",Suryakumar Yadav,out,26,13,15,3,2,200.00
"43rd Match (D/N), Delhi, April 27",Tilak Varma,out,63,32,82,4,4,196.87
"43rd Match (D/N), Delhi, April 27",Hardik Pandya (c),out,46,24,29,4,3,191.66
"43rd Match (D/N), Delhi, April 27",Nehal Wadhera,out,4,2,2,1,0,200.00
"43rd Match (D/N), Delhi, April 27",Tim David,out,37,17,27,2,3,217.64
"43rd Match (D/N), Delhi, April 27",Mohammad Nabi,out,7,4,5,0,1,175.00
"43rd Match (D/N), Delhi, April 27",Piyush Chawla,out,10,4,9,1,1,250.00
"43rd Match (D/N), Delhi, April 27",Luke Wood,not out,9,3,3,0,1,300.00
"44th Match (N), Lucknow, April 27",Quinton de Kock,out,8,3,2,2,0,266.66
"44th Match (N), Lucknow, April 27",KL Rahul (c)†,out,76,48,85,8,2,158.33
"44th Match (N), Lucknow, April 27",Marcus Stoinis,out,0,4,6,0,0,0.00
"44th Match (N), Lucknow, April 27",Deepak Hooda,out,50,31,48,7,0,161.29
"44th Match (N), Lucknow, April 27",Nicholas Pooran,out,11,11,13,1,0,100.00
"44th Match (N), Lucknow, April 27",Ayush Badoni,not out,18,13,23,1,0,138.46
"44th Match (N), Lucknow, April 27",Krunal Pandya,not out,15,11,12,1,0,136.36
"44th Match (N), Lucknow, April 27",Yashasvi Jaiswal,out,24,18,31,3,1,133.33
"44th Match (N), Lucknow, April 27",Jos Buttler,out,34,18,27,4,1,188.88
"44th Match (N), Lucknow, April 27",Sanju Samson (c)†,not out,71,33,62,7,4,215.15
"44th Match (N), Lucknow, April 27",Riyan Parag,out,14,11,10,0,1,127.27
"44th Match (N), Lucknow, April 27",Dhruv Jurel,not out,52,34,47,5,2,152.94
"45th Match (D/N), Ahmedabad, April 28",Wriddhiman Saha †,out,5,4,4,1,0,125.00
"45th Match (D/N), Ahmedabad, April 28",Shubman Gill (c),out,16,19,35,1,0,84.21
"45th Match (D/N), Ahmedabad, April 28",Sai Sudharsan,not out,84,49,94,8,4,171.42
"45th Match (D/N), Ahmedabad, April 28",M Shahrukh Khan,out,58,30,34,3,5,193.33
"45th Match (D/N), Ahmedabad, April 28",David Miller,not out,26,19,28,2,1,136.84
"45th Match (D/N), Ahmedabad, April 28",Virat Kohli,not out,70,44,69,6,3,159.09
"45th Match (D/N), Ahmedabad, April 28",Faf du Plessis (c),out,24,12,19,1,3,200.00
"45th Match (D/N), Ahmedabad, April 28",Will Jacks,not out,100,41,50,5,10,243.90
"46th Match (N), Chennai, April 28",Ajinkya Rahane,out,9,12,15,1,0,75.00
"46th Match (N), Chennai, April 28",Ruturaj Gaikwad (c),out,98,54,103,10,3,181.48
"46th Match (N), Chennai, April 28",Daryl Mitchell,out,52,32,51,7,1,162.50
"46th Match (N), Chennai, April 28",Shivam Dube,not out,39,20,39,1,4,195.00
"46th Match (N), Chennai, April 28",MS Dhoni †,not out,5,2,3,1,0,250.00
"46th Match (N), Chennai, April 28",Travis Head,out,13,7,8,1,1,185.71
"46th Match (N), Chennai, April 28",Abhishek Sharma,out,15,9,20,1,1,166.66
"46th Match (N), Chennai, April 28",Anmolpreet Singh,out,0,1,1,0,0,0.00
"46th Match (N), Chennai, April 28",Aiden Markram,out,32,26,42,4,0,123.07
"46th Match (N), Chennai, April 28",Nitish Kumar Reddy,out,15,15,21,0,0,100.00
"46th Match (N), Chennai, April 28",Heinrich Klaasen †,out,20,21,40,0,1,95.23
"46th Match (N), Chennai, April 28",Abdul Samad,out,19,18,30,1,1,105.55
"46th Match (N), Chennai, April 28",Shahbaz Ahmed,out,7,5,15,1,0,140.00
"46th Match (N), Chennai, April 28",Pat Cummins (c),out,5,7,5,1,0,71.42
"46th Match (N), Chennai, April 28",Bhuvneshwar Kumar,not out,4,3,8,0,0,133.33
"46th Match (N), Chennai, April 28",Jaydev Unadkat,out,1,2,2,0,0,50.00
"47th Match (N), Eden Gardens, April 29",Prithvi Shaw,out,13,7,10,3,0,185.71
"47th Match (N), Eden Gardens, April 29",Jake Fraser-McGurk,out,12,7,18,1,1,171.42
"47th Match (N), Eden Gardens, April 29",Abishek Porel,out,18,15,28,2,1,120.00
"47th Match (N), Eden Gardens, April 29",Shai Hope,out,6,3,3,0,1,200.00
"47th Match (N), Eden Gardens, April 29",Rishabh Pant (c)†,out,27,20,32,2,1,135.00
"47th Match (N), Eden Gardens, April 29",Axar Patel,out,15,21,30,2,0,71.42
"47th Match (N), Eden Gardens, April 29",Tristan Stubbs,out,4,7,7,0,0,57.14
"47th Match (N), Eden Gardens, April 29",Kumar Kushagra,out,1,3,9,0,0,33.33
"47th Match (N), Eden Gardens, April 29",Kuldeep Yadav,not out,35,26,36,5,1,134.61
"47th Match (N), Eden Gardens, April 29",Rasikh Salam,out,8,10,21,1,0,80.00
"47th Match (N), Eden Gardens, April 29",Lizaad Williams,not out,1,2,8,0,0,50.00
"47th Match (N), Eden Gardens, April 29",Phil Salt †,out,68,33,42,7,5,206.06
"47th Match (N), Eden Gardens, April 29",Sunil Narine,out,15,10,34,3,0,150.00
"47th Match (N), Eden Gardens, April 29",Rinku Singh,out,11,11,13,1,0,100.00
"47th Match (N), Eden Gardens, April 29",Shreyas Iyer (c),not out,33,23,33,3,1,143.47
"47th Match (N), Eden Gardens, April 29",Venkatesh Iyer,not out,26,23,27,2,1,113.04
"48th Match (N), Lucknow, April 30",Ishan Kishan †,out,32,36,72,3,0,88.88
"48th Match (N), Lucknow, April 30",Rohit Sharma,out,4,5,8,1,0,80.00
"48th Match (N), Lucknow, April 30",Suryakumar Yadav,out,10,6,7,0,1,166.66
"48th Match (N), Lucknow, April 30",Tilak Varma,out,7,11,12,1,0,63.63
"48th Match (N), Lucknow, April 30",Hardik Pandya (c),out,0,1,1,0,0,0.00
"48th Match (N), Lucknow, April 30",Nehal Wadhera,out,46,41,56,4,2,112.19
"48th Match (N), Lucknow, April 30",Tim David,not out,35,18,33,3,1,194.44
"48th Match (N), Lucknow, April 30",Mohammad Nabi,out,1,2,5,0,0,50.00
"48th Match (N), Lucknow, April 30",Gerald Coetzee,not out,1,2,9,0,0,50.00
"48th Match (N), Lucknow, April 30",KL Rahul (c)†,out,28,22,39,3,1,127.27
"48th Match (N), Lucknow, April 30",Arshin Kulkarni,out,0,1,4,0,0,0.00
"48th Match (N), Lucknow, April 30",Marcus Stoinis,out,62,45,67,7,2,137.77
"48th Match (N), Lucknow, April 30",Deepak Hooda,out,18,18,23,2,0,100.00
"48th Match (N), Lucknow, April 30",Nicholas Pooran,not out,14,14,34,1,0,100.00
"48th Match (N), Lucknow, April 30",Ashton Turner,out,5,9,11,0,0,55.55
"48th Match (N), Lucknow, April 30",Ayush Badoni,out,6,6,6,1,0,100.00
"48th Match (N), Lucknow, April 30",Krunal Pandya,not out,1,1,7,0,0,100.00
"49th Match (N), Chennai, May 01",Ajinkya Rahane,out,29,24,35,5,0,120.83
"49th Match (N), Chennai, May 01",Ruturaj Gaikwad (c),out,62,48,94,5,2,129.16
"49th Match (N), Chennai, May 01",Shivam Dube,out,0,1,2,0,0,0.00
"49th Match (N), Chennai, May 01",Ravindra Jadeja,out,2,4,6,0,0,50.00
"49th Match (N), Chennai, May 01",Sameer Rizvi,out,21,23,23,1,0,91.30
"49th Match (N), Chennai, May 01",Moeen Ali,out,15,9,24,1,1,166.66
"49th Match (N), Chennai, May 01",MS Dhoni †,out,14,11,15,1,1,127.27
"49th Match (N), Chennai, May 01",Daryl Mitchell,not out,1,1,10,0,0,100.00
"49th Match (N), Chennai, May 01",Prabhsimran Singh,out,13,10,18,1,1,130.00
"49th Match (N), Chennai, May 01",Jonny Bairstow,out,46,30,45,7,1,153.33
"49th Match (N), Chennai, May 01",Rilee Rossouw,out,43,23,41,5,2,186.95
"49th Match (N), Chennai, May 01",Shashank Singh,not out,25,26,54,1,1,96.15
"49th Match (N), Chennai, May 01",Sam Curran (c),not out,26,20,38,3,0,130.00
"50th Match (N), Hyderabad, May 02",Travis Head,out,58,44,70,6,3,131.81
"50th Match (N), Hyderabad, May 02",Abhishek Sharma,out,12,10,18,0,1,120.00
"50th Match (N), Hyderabad, May 02",Anmolpreet Singh,out,5,5,5,1,0,100.00
"50th Match (N), Hyderabad, May 02",Nitish Kumar Reddy,not out,76,42,70,3,8,180.95
"50th Match (N), Hyderabad, May 02",Heinrich Klaasen †,not out,42,19,25,3,3,221.05
"50th Match (N), Hyderabad, May 02",Yashasvi Jaiswal,out,67,40,-,7,2,167.50
"50th Match (N), Hyderabad, May 02",Jos Buttler,out,0,1,-,0,0,0.00
"50th Match (N), Hyderabad, May 02",Sanju Samson (c)†,out,0,3,-,0,0,0.00
"50th Match (N), Hyderabad, May 02",Riyan Parag,out,77,49,-,8,4,157.14
"50th Match (N), Hyderabad, May 02",Shimron Hetmyer,out,13,9,-,1,1,144.44
"50th Match (N), Hyderabad, May 02",Rovman Powell,out,27,15,-,3,1,180.00
"50th Match (N), Hyderabad, May 02",Dhruv Jurel,out,1,3,-,0,0,33.33
"50th Match (N), Hyderabad, May 02",Ravichandran Ashwin,not out,2,2,-,0,0,100.00
"51st Match (N), Wankhede, May 03",Phil Salt †,out,5,3,4,1,0,166.66
"51st Match (N), Wankhede, May 03",Sunil Narine,out,8,8,23,0,1,100.00
"51st Match (N), Wankhede, May 03",Angkrish Raghuvanshi,out,13,6,8,0,2,216.66
"51st Match (N), Wankhede, May 03",Shreyas Iyer (c),out,6,4,3,1,0,150.00
"51st Match (N), Wankhede, May 03",Venkatesh Iyer,out,70,52,80,6,3,134.61
"51st Match (N), Wankhede, May 03",Rinku Singh,out,9,8,7,2,0,112.50
"51st Match (N), Wankhede, May 03",Manish Pandey,out,42,31,44,2,2,135.48
"51st Match (N), Wankhede, May 03",Andre Russell,out,7,2,3,0,1,350.00
"51st Match (N), Wankhede, May 03",Ramandeep Singh,out,2,4,2,0,0,50.00
"51st Match (N), Wankhede, May 03",Mitchell Starc,out,0,2,1,0,0,0.00
"51st Match (N), Wankhede, May 03",Vaibhav Arora,not out,0,0,9,0,0,-
"51st Match (N), Wankhede, May 03",Ishan Kishan †,out,13,7,8,1,1,185.71
"51st Match (N), Wankhede, May 03",Rohit Sharma,out,11,12,29,0,1,91.66
"51st Match (N), Wankhede, May 03",Naman Dhir,out,11,11,12,2,0,100.00
"51st Match (N), Wankhede, May 03",Suryakumar Yadav,out,56,35,57,6,2,160.00
"51st Match (N), Wankhede, May 03",Tilak Varma,out,4,6,12,0,0,66.66
"51st Match (N), Wankhede, May 03",Nehal Wadhera,out,6,11,11,1,0,54.54
"51st Match (N), Wankhede, May 03",Hardik Pandya (c),out,1,3,2,0,0,33.33
"51st Match (N), Wankhede, May 03",Tim David,out,24,20,38,1,1,120.00
"51st Match (N), Wankhede, May 03",Gerald Coetzee,out,8,7,17,0,1,114.28
"51st Match (N), Wankhede, May 03",Piyush Chawla,out,0,1,1,0,0,0.00
"51st Match (N), Wankhede, May 03",Jasprit Bumrah,not out,1,1,1,0,0,100.00
"52nd Match (N), Bengaluru, May 04",Wriddhiman Saha †,out,1,7,5,0,0,14.28
"52nd Match (N), Bengaluru, May 04",Shubman Gill (c),out,2,7,20,0,0,28.57
"52nd Match (N), Bengaluru, May 04",Sai Sudharsan,out,6,14,21,0,0,42.85
"52nd Match (N), Bengaluru, May 04",M Shahrukh Khan,out,37,24,46,5,1,154.16
"52nd Match (N), Bengaluru, May 04",David Miller,out,30,20,32,3,2,150.00
"52nd Match (N), Bengaluru, May 04",Rahul Tewatia,out,35,21,31,5,1,166.66
"52nd Match (N), Bengaluru, May 04",Rashid Khan,out,18,14,21,2,1,128.57
"52nd Match (N), Bengaluru, May 04",Vijay Shankar,out,10,7,12,2,0,142.85
"52nd Match (N), Bengaluru, May 04",Manav Suthar,out,1,2,5,0,0,50.00
"52nd Match (N), Bengaluru, May 04",Mohit Sharma,out,0,1,1,0,0,0.00
"52nd Match (N), Bengaluru, May 04",Noor Ahmad,not out,0,0,1,0,0,-
"52nd Match (N), Bengaluru, May 04",Virat Kohli,out,42,27,52,2,4,155.55
"52nd Match (N), Bengaluru, May 04",Faf du Plessis (c),out,64,23,28,10,3,278.26
"52nd Match (N), Bengaluru, May 04",Will Jacks,out,1,3,4,0,0,33.33
"52nd Match (N), Bengaluru, May 04",Rajat Patidar,out,2,3,3,0,0,66.66
"52nd Match (N), Bengaluru, May 04",Glenn Maxwell,out,4,3,2,1,0,133.33
"52nd Match (N), Bengaluru, May 04",Cameron Green,out,1,2,6,0,0,50.00
"52nd Match (N), Bengaluru, May 04",Dinesh Karthik †,not out,21,12,20,3,0,175.00
"52nd Match (N), Bengaluru, May 04",Swapnil Singh,not out,15,9,15,2,1,166.66
"53rd Match (D/N), Dharamsala, May 05",Ajinkya Rahane,out,9,7,10,1,0,128.57
"53rd Match (D/N), Dharamsala, May 05",Ruturaj Gaikwad (c),out,32,21,35,4,1,152.38
"53rd Match (D/N), Dharamsala, May 05",Daryl Mitchell,out,30,19,34,2,1,157.89
"53rd Match (D/N), Dharamsala, May 05",Shivam Dube,out,0,1,1,0,0,0.00
"53rd Match (D/N), Dharamsala, May 05",Moeen Ali,out,17,20,25,2,0,85.00
"53rd Match (D/N), Dharamsala, May 05",Ravindra Jadeja,out,43,26,51,3,2,165.38
"53rd Match (D/N), Dharamsala, May 05",Mitchell Santner,out,11,11,13,1,0,100.00
"53rd Match (D/N), Dharamsala, May 05",Shardul Thakur,out,17,11,11,2,1,154.54
"53rd Match (D/N), Dharamsala, May 05",MS Dhoni †,out,0,1,1,0,0,0.00
"53rd Match (D/N), Dharamsala, May 05",Tushar Deshpande,not out,0,1,6,0,0,0.00
"53rd Match (D/N), Dharamsala, May 05",Richard Gleeson,not out,2,2,1,0,0,100.00
"53rd Match (D/N), Dharamsala, May 05",Prabhsimran Singh,out,30,23,37,2,2,130.43
"53rd Match (D/N), Dharamsala, May 05",Jonny Bairstow,out,7,6,6,1,0,116.66
"53rd Match (D/N), Dharamsala, May 05",Rilee Rossouw,out,0,3,1,0,0,0.00
"53rd Match (D/N), Dharamsala, May 05",Shashank Singh,out,27,20,23,4,0,135.00
"53rd Match (D/N), Dharamsala, May 05",Sam Curran (c),out,7,11,17,0,0,63.63
"53rd Match (D/N), Dharamsala, May 05",Jitesh Sharma †,out,0,1,2,0,0,0.00
"53rd Match (D/N), Dharamsala, May 05",Ashutosh Sharma,out,3,10,12,0,0,30.00
"53rd Match (D/N), Dharamsala, May 05",Harpreet Brar,not out,17,13,37,2,0,130.76
"53rd Match (D/N), Dharamsala, May 05",Harshal Patel,out,12,13,9,1,1,92.30
"53rd Match (D/N), Dharamsala, May 05",Rahul Chahar,out,16,10,13,2,1,160.00
"53rd Match (D/N), Dharamsala, May 05",Kagiso Rabada,not out,11,10,12,0,1,110.00
"54th Match (N), Lucknow, May 05",Phil Salt †,out,32,14,23,5,1,228.57
"54th Match (N), Lucknow, May 05",Sunil Narine,out,81,39,60,6,7,207.69
"54th Match (N), Lucknow, May 05",Angkrish Raghuvanshi,out,32,26,56,3,1,123.07
"54th Match (N), Lucknow, May 05",Andre Russell,out,12,8,15,1,1,150.00
"54th Match (N), Lucknow, May 05",Rinku Singh,out,16,11,20,2,0,145.45
"54th Match (N), Lucknow, May 05",Shreyas Iyer (c),out,23,15,26,3,0,153.33
"54th Match (N), Lucknow, May 05",Ramandeep Singh,not out,25,6,12,1,3,416.66
"54th Match (N), Lucknow, May 05",Venkatesh Iyer,not out,1,1,2,0,0,100.00
"54th Match (N), Lucknow, May 05",KL Rahul (c)†,out,25,21,40,3,0,119.04
"54th Match (N), Lucknow, May 05",Arshin Kulkarni,out,9,7,10,2,0,128.57
"54th Match (N), Lucknow, May 05",Marcus Stoinis,out,36,21,39,4,2,171.42
"54th Match (N), Lucknow, May 05",Deepak Hooda,out,5,3,5,1,0,166.66
"54th Match (N), Lucknow, May 05",Nicholas Pooran,out,10,8,14,0,1,125.00
"54th Match (N), Lucknow, May 05",Ayush Badoni,out,15,12,17,0,1,125.00
"54th Match (N), Lucknow, May 05",Ashton Turner,out,16,9,14,0,2,177.77
"54th Match (N), Lucknow, May 05",Krunal Pandya,out,5,6,11,0,0,83.33
"54th Match (N), Lucknow, May 05",Yudhvir Singh,out,7,7,7,0,1,100.00
"54th Match (N), Lucknow, May 05",Ravi Bishnoi,out,2,3,2,0,0,66.66
"54th Match (N), Lucknow, May 05",Naveen-ul-Haq,not out,0,0,-,0,0,-
"55th Match (N), Wankhede, May 06",Travis Head,out,48,30,54,7,1,160.00
"55th Match (N), Wankhede, May 06",Abhishek Sharma,out,11,16,31,0,1,68.75
"55th Match (N), Wankhede, May 06",Mayank Agarwal,out,5,6,8,1,0,83.33
"55th Match (N), Wankhede, May 06",Nitish Kumar Reddy,out,20,15,17,2,0,133.33
"55th Match (N), Wankhede, May 06",Heinrich Klaasen †,out,2,4,9,0,0,50.00
"55th Match (N), Wankhede, May 06",Marco Jansen,out,17,12,23,1,1,141.66
"55th Match (N), Wankhede, May 06",Shahbaz Ahmed,out,10,12,13,0,0,83.33
"55th Match (N), Wankhede, May 06",Abdul Samad,out,3,4,11,0,0,75.00
"55th Match (N), Wankhede, May 06",Pat Cummins (c),not out,35,17,24,2,2,205.88
"55th Match (N), Wankhede, May 06",Sanvir Singh,not out,8,7,16,0,0,114.28
"55th Match (N), Wankhede, May 06",Ishan Kishan †,out,9,7,8,2,0,128.57
"55th Match (N), Wankhede, May 06",Rohit Sharma,out,4,5,17,1,0,80.00
"55th Match (N), Wankhede, May 06",Naman Dhir,out,0,9,12,0,0,0.00
"55th Match (N), Wankhede, May 06",Suryakumar Yadav,not out,102,51,68,12,6,200.00
"55th Match (N), Wankhede, May 06",Tilak Varma,not out,37,32,64,6,0,115.62
"56th Match (N), Delhi, May 07",Jake Fraser-McGurk,out,50,20,24,7,3,250.00
"56th Match (N), Delhi, May 07",Abishek Porel,out,65,36,59,7,3,180.55
"56th Match (N), Delhi, May 07",Shai Hope,out,1,1,3,0,0,100.00
"56th Match (N), Delhi, May 07",Axar Patel,out,15,10,15,1,1,150.00
"56th Match (N), Delhi, May 07",Rishabh Pant (c)†,out,15,13,19,0,1,115.38
"56th Match (N), Delhi, May 07",Tristan Stubbs,out,41,20,33,3,3,205.00
"56th Match (N), Delhi, May 07",Gulbadin Naib,out,19,15,20,1,1,126.66
"56th Match (N), Delhi, May 07",Rasikh Salam,out,9,3,11,2,0,300.00
"56th Match (N), Delhi, May 07",Kuldeep Yadav,not out,5,2,4,1,0,250.00
"56th Match (N), Delhi, May 07",Yashasvi Jaiswal,out,4,2,-,1,0,200.00
"56th Match (N), Delhi, May 07",Jos Buttler,out,19,17,1,2,1,111.76
"56th Match (N), Delhi, May 07",Sanju Samson (c)†,out,86,46,31,8,6,186.95
"56th Match (N), Delhi, May 07",Riyan Parag,out,27,22,81,1,3,122.72
"56th Match (N), Delhi, May 07",Shubham Dubey,out,25,12,19,2,2,208.33
"56th Match (N), Delhi, May 07",Rovman Powell,out,13,10,36,1,1,130.00
"56th Match (N), Delhi, May 07",Donovan Ferreira,out,1,3,23,0,0,33.33
"56th Match (N), Delhi, May 07",Ravichandran Ashwin,out,2,3,3,0,0,66.66
"56th Match (N), Delhi, May 07",Trent Boult,not out,2,3,13,0,0,66.66
"56th Match (N), Delhi, May 07",Avesh Khan,not out,7,3,3,1,0,233.33
"57th Match (N), Hyderabad, May 08",KL Rahul (c)†,out,29,33,48,1,1,87.87
"57th Match (N), Hyderabad, May 08",Quinton de Kock,out,2,5,11,0,0,40.00
"57th Match (N), Hyderabad, May 08",Marcus Stoinis,out,3,5,12,0,0,60.00
"57th Match (N), Hyderabad, May 08",Krunal Pandya,out,24,21,29,0,2,114.28
"57th Match (N), Hyderabad, May 08",Nicholas Pooran,not out,48,26,48,6,1,184.61
"57th Match (N), Hyderabad, May 08",Ayush Badoni,not out,55,30,41,9,0,183.33
"57th Match (N), Hyderabad, May 08",Abhishek Sharma,not out,75,28,42,8,6,267.85
"57th Match (N), Hyderabad, May 08",Travis Head,not out,89,30,42,8,8,296.66
"58th Match (N), Dharamsala, May 09",Virat Kohli,out,92,47,82,7,6,195.74
"58th Match (N), Dharamsala, May 09",Faf du Plessis (c),out,9,7,11,2,0,128.57
"58th Match (N), Dharamsala, May 09",Will Jacks,out,12,7,11,1,1,171.42
"58th Match (N), Dharamsala, May 09",Rajat Patidar,out,55,23,24,3,6,239.13
"58th Match (N), Dharamsala, May 09",Cameron Green,out,46,27,50,5,1,170.37
"58th Match (N), Dharamsala, May 09",Dinesh Karthik †,out,18,7,10,1,2,257.14
"58th Match (N), Dharamsala, May 09",Mahipal Lomror,out,0,2,3,0,0,0.00
"58th Match (N), Dharamsala, May 09",Swapnil Singh,not out,1,1,2,0,0,100.00
"58th Match (N), Dharamsala, May 09",Prabhsimran Singh,out,6,4,3,1,0,150.00
"58th Match (N), Dharamsala, May 09",Jonny Bairstow †,out,27,16,30,4,1,168.75
"58th Match (N), Dharamsala, May 09",Rilee Rossouw,out,61,27,42,9,3,225.92
"58th Match (N), Dharamsala, May 09",Shashank Singh,out,37,19,39,4,2,194.73
"58th Match (N), Dharamsala, May 09",Jitesh Sharma,out,5,4,6,1,0,125.00
"58th Match (N), Dharamsala, May 09",Liam Livingstone,out,0,2,3,0,0,0.00
"58th Match (N), Dharamsala, May 09",Sam Curran (c),out,22,16,26,2,0,137.50
"58th Match (N), Dharamsala, May 09",Ashutosh Sharma,out,8,5,9,0,1,160.00
"58th Match (N), Dharamsala, May 09",Harshal Patel,out,0,1,5,0,0,0.00
"58th Match (N), Dharamsala, May 09",Rahul Chahar,not out,5,5,8,1,0,100.00
"58th Match (N), Dharamsala, May 09",Arshdeep Singh,out,4,3,4,1,0,133.33
"59th Match (N), Ahmedabad, May 10",Sai Sudharsan,out,103,51,84,5,7,201.96
"59th Match (N), Ahmedabad, May 10",Shubman Gill (c),out,104,55,89,9,6,189.09
"59th Match (N), Ahmedabad, May 10",David Miller,not out,16,11,16,1,0,145.45
"59th Match (N), Ahmedabad, May 10",M Shahrukh Khan,out,2,3,12,0,0,66.66
"59th Match (N), Ahmedabad, May 10",Ajinkya Rahane,out,1,5,6,0,0,20.00
"59th Match (N), Ahmedabad, May 10",Rachin Ravindra,out,1,2,5,0,0,50.00
"59th Match (N), Ahmedabad, May 10",Ruturaj Gaikwad (c),out,0,3,11,0,0,0.00
"59th Match (N), Ahmedabad, May 10",Daryl Mitchell,out,63,34,56,7,3,185.29
"59th Match (N), Ahmedabad, May 10",Moeen Ali,out,56,36,58,4,4,155.55
"59th Match (N), Ahmedabad, May 10",Shivam Dube,out,21,13,25,2,1,161.53
"59th Match (N), Ahmedabad, May 10",Ravindra Jadeja,out,18,10,18,2,1,180.00
"59th Match (N), Ahmedabad, May 10",MS Dhoni †,not out,26,11,20,1,3,236.36
"59th Match (N), Ahmedabad, May 10",Mitchell Santner,out,0,2,1,0,0,0.00
"59th Match (N), Ahmedabad, May 10",Shardul Thakur,not out,3,4,14,0,0,75.00
"60th Match (N), Eden Gardens, May 11",Phil Salt †,out,6,5,4,0,1,120.00
"60th Match (N), Eden Gardens, May 11",Sunil Narine,out,0,1,7,0,0,0.00
